gene_name	Fold Change Protein Abundance, 24hrs: Log2(-SG/+SG)	Fold Change Protein Abundance, 48hrs: Log2(-SG/+SG)	Z-Score
HNRNPA3	0.088274325	0.130072938	0.672159203
PTGES2	0.100693862	0.131969475	0.672159203
ARFIP2	0.15474404	0.155240933	0.672159203
SNX15	-0.022195516	0.225296458	0.672159203
SNRNP70	0.107595853	0.38250842	0.672159203
PTTG1IP	-0.300301566	-0.747375996	0.669552073
DAP	-0.188854759	-0.481759083	0.669552073
CAV1	-0.378338459	-0.350284617	0.669552073
COMMD2	-0.134917456	-0.335227664	0.669552073
FKBP11	-0.045228176	-0.31027392	0.669552073
COMMD7	0.036486925	-0.293540904	0.669552073
LASP1	-5.72E-05	-0.269335488	0.669552073
ARPC3	-0.110260617	-0.246373636	0.669552073
CRIPT	-0.525994868	-0.244901093	0.669552073
SH3BGRL	-0.116221681	-0.196108577	0.669552073
COX16	-0.288910411	-0.175682346	0.669552073
DSTN	-0.015069187	-0.153353697	0.669552073
ARPC4	0.014801378	-0.144073484	0.669552073
PAFAH1B3	0.085528542	-0.094884891	0.669552073
SNCG	0.038062249	-0.086000403	0.669552073
HINT1	0.176664473	-0.082065582	0.669552073
GNAS	-0.21157097	-0.064853247	0.669552073
ARPP19	-0.100483652	-0.020747249	0.669552073
PMM2	0.132757268	-0.017630732	0.669552073
RPS27A	0.195952784	0.003903929	0.669552073
NDUFB2	0.074679999	0.020119616	0.669552073
SVIP	0.173433851	0.043703655	0.669552073
YPEL5	-0.506553386	0.048996233	0.669552073
PSMB2	0.086563538	0.051397404	0.669552073
VAMP3	0.034978433	0.061232438	0.669552073
FAM213B	0.077709794	0.06585232	0.669552073
MRPL16	0.050150965	0.089496001	0.669552073
ARL6IP5	0.178647643	0.111774721	0.669552073
SNF8	0.061551086	0.123553625	0.669552073
MED18	-0.118716018	0.164715548	0.669552073
RHOG	0.109689904	0.170277881	0.669552073
MRPL42	-0.125010098	0.174148643	0.669552073
PTRH2	-0.032780351	0.201880498	0.669552073
MANBAL	-0.102032198	0.207114699	0.669552073
MRPS12	-0.083401658	0.217393916	0.669552073
PEA15	0.193655218	0.231939914	0.669552073
MRPL32	0.083612945	0.257382432	0.669552073
EBP	-0.088415192	0.275114628	0.669552073
PRNP	-0.93890945	0.337683803	0.669552073
CHCHD5	0.190377554	0.406114234	0.669552073
H2AFV	0.13170792	0.414435313	0.669552073
RRS1	0.12318117	0.441902394	0.669552073
ZCCHC3	0.321610649	0.452464626	0.669552073
JOSD1	-0.150306978	0.476357845	0.669552073
HMGN4	-0.081641462	0.498143203	0.669552073
SYF2	-0.101588271	0.566450491	0.669552073
PPP1R9A	-0.008202141	-0.059032407	0.668208669
PHACTR4	0.037942614	-0.228261625	0.666324981
ZW10	-0.081890444	-0.071968162	0.666324981
FARP2	-0.180025716	-0.044575899	0.666324981
ATG9A	-0.055384254	0.04101116	0.666324981
RASA2	0.081553621	0.059272484	0.666324981
ZC3H14	-0.039189912	0.095494389	0.666324981
POLRMT	-0.020625107	0.119547867	0.666324981
JAK1	-0.257052475	0.201409935	0.666324981
PTPRF	-0.488110655	-0.45289944	0.660156788
USP28	-0.126047866	-0.230382506	0.660156788
PIEZO1	-0.006288395	0.048915235	0.660156788
IFI44	-1.213894559	-0.83710966	0.653986818
RAB11FIP4	-0.252340899	-0.271948238	0.653986818
C12orf66	0.04954657	-0.164391921	0.653986818
STK24	0.119124095	-0.010291139	0.653986818
ANTXR2	-0.383282885	-0.002215678	0.653986818
CDC23	-0.010441774	0.037854084	0.653986818
AUP1	-0.082947664	0.051677539	0.653986818
HNRNPL	-0.027533086	0.10590346	0.653986818
KRT19	0.082763214	0.108035032	0.653986818
LUC7L	0.136818195	0.155143881	0.653986818
ATL3	0.05083726	0.223043892	0.653986818
SEC61A2	0.119359616	0.238551822	0.653986818
GPR180	0.048479878	0.323407633	0.653986818
CARS2	0.142399101	0.344554837	0.653986818
DDX56	-0.071352406	0.379170216	0.653986818
ZNF597	0.154518599	0.528839741	0.653986818
ADNP	-0.059808843	0.052133575	0.652753294
NRP2	-1.02995586	-1.103545291	0.651518207
AHR	-1.105864828	-0.349093257	0.651518207
CLCN7	-0.11548873	-0.122179313	0.651518207
AREL1	0.183097388	-0.021980726	0.651518207
OGDH	-0.02881883	0.076675775	0.651518207
MTMR10	-0.04752058	0.123920917	0.651518207
ERCC6L	-0.087112512	-0.312750549	0.639627582
ZNF335	0.0386307	0.140905289	0.639627582
CARD10	-0.393180355	-0.490342635	0.638422494
YTHDC1	-0.04713736	0.039329287	0.638422494
EPB41L2	0.028819526	0.192650086	0.638422494
AQR	-0.031331108	0.341996299	0.638422494
ARHGEF17	-0.074559412	-0.317347002	0.638387299
DIDO1	-0.116138555	0.184142366	0.628389
JRK	-0.622412667	-0.68900232	0.628376392
SOX9	-0.088847357	-0.605133719	0.628376392
CCT4	-0.008135237	-0.208024133	0.628376392
AP1G2	-0.308999988	-0.20001648	0.628376392
PUS7L	-0.12083889	-0.075373487	0.628376392
NAA16	0.185628703	0.00910638	0.628376392
VPS39	-0.050168229	0.069512503	0.628376392
LSM11	-0.13037477	0.370088268	0.628376392
MCM7	0.032714643	0.567155434	0.628376392
DVL2	-0.021714385	-0.058938806	0.626768893
NRP1	-0.126526886	0.184145061	0.626768893
DHX57	-0.022437623	-0.253951976	0.623369279
ZC3H18	-0.052526267	-0.005356406	0.618702027
PLEKHG4	-0.022576923	-0.503430837	0.616343249
TBC1D5	-0.111858288	-0.385048477	0.616343249
SKIV2L	-0.028463188	-0.271919046	0.616343249
APLP2	-1.13475387	-1.197547578	0.61542971
PDIA3	-0.012311131	-0.581009849	0.61542971
SCRN1	-0.037102747	-0.509539482	0.61542971
IDH1	-0.11194987	-0.475486849	0.61542971
GMPPB	-0.104053875	-0.411832307	0.61542971
ZFAND2B	-0.028127415	-0.405808013	0.61542971
ITFG2	-0.147737356	-0.310462002	0.61542971
COMMD9	0.02893203	-0.27122695	0.61542971
IGBP1	0.083108938	-0.268298835	0.61542971
IFIT1	-0.252909563	-0.266677918	0.61542971
UBXN2A	-0.231817804	-0.26209849	0.61542971
DBNL	0.012145576	-0.23716122	0.61542971
AKTIP	-0.061946201	-0.212980725	0.61542971
FHL3	0.148029057	-0.206339861	0.61542971
SMYD2	-0.120820564	-0.202840095	0.61542971
ARMC6	0.036537946	-0.191968685	0.61542971
FKBP4	0.099715285	-0.191783531	0.61542971
ANXA9	-0.219327326	-0.187391278	0.61542971
STX7	-0.007875822	-0.111434687	0.61542971
HNRNPA1	-0.31703992	-0.108313951	0.61542971
REEP4	-0.220749836	-0.102952835	0.61542971
STARD3NL	-0.065326442	-0.082118081	0.61542971
B4GALT7	0.097883943	-0.056247061	0.61542971
FARSA	0.094641629	-0.055685642	0.61542971
ALDH7A1	0.041659702	-0.045493213	0.61542971
SARS2	-0.028488658	-0.037928571	0.61542971
PAGR1	-0.12435514	0.009485797	0.61542971
MRPL37	0.045156538	0.067211385	0.61542971
DDX6	0.050010717	0.086868722	0.61542971
U2AF1	0.046692442	0.104409656	0.61542971
SPR	0.006457841	0.122013936	0.61542971
NAPA	0.036835002	0.125528385	0.61542971
MGAT2	0.017794251	0.145916304	0.61542971
MED27	-0.194927828	0.152179024	0.61542971
ATAT1	-0.016078657	0.157826001	0.61542971
FKTN	0.088818218	0.185952948	0.61542971
ICMT	0.058691796	0.213303756	0.61542971
SLC25A3	0.108396679	0.229315705	0.61542971
CTNNBL1	0.012607593	0.233558463	0.61542971
WDR45B	-0.151856105	0.242423217	0.61542971
POMGNT2	0.076259163	0.399298659	0.61542971
FKBP10	0.442930515	0.992647427	0.61542971
GCLC	-0.329447537	-1.013719026	0.607097633
ABCB6	-0.402358339	-0.613197276	0.607097633
CDC42EP4	-0.179247468	-0.275384766	0.607097633
NFIB	-0.302714851	-0.263774045	0.607097633
TOM1L2	-0.155099294	-0.204469101	0.607097633
DAGLB	-0.083220493	-0.117261103	0.607097633
GORASP1	-0.076042182	-0.052658825	0.607097633
NUP50	-0.002009187	0.203173931	0.607097633
CHAF1B	-0.068442602	0.211687994	0.607097633
COG1	-0.03349955	-0.282702894	0.606972707
PTPN3	-0.13076786	-0.281423232	0.606972707
SCAP	-0.060858772	-0.18033124	0.606972707
OSBPL7	0.076422955	-0.038340275	0.606972707
COL17A1	-0.300710063	0.119465789	0.599703183
UBN1	-0.128471531	0.224404388	0.599703183
PTGFRN	-0.247101593	0.112802327	0.598516056
THADA	-0.144332509	-0.499653517	0.593733584
HEATR5B	-0.025630349	-0.296499551	0.593733584
EPRS	0.063516285	-0.350365414	0.590856699
CROCC	0.093164554	-0.130461419	0.590856699
RC3H1	0.154834845	0.047609255	0.590856699
PNPLA6	0.158592121	0.195318018	0.590856699
LSR	-0.413946165	-0.651772127	0.589148713
SLC3A2	-0.109914848	-0.373691394	0.589148713
TUBGCP2	0.019938002	-0.18967066	0.589148713
WHAMM	-0.254495973	0.08567948	0.589148713
NUP85	-0.033541996	0.117394214	0.589148713
ZNF408	-0.135931489	0.172420951	0.589148713
PC	0.085618563	0.208057747	0.589148713
BAZ2A	-0.341165148	0.151024282	0.581825733
TECPR1	-0.095772318	-0.398329075	0.577556484
ZMYM3	-0.046648117	0.092047237	0.577556484
ANKRD30B	0.104933685	0.172650557	0.577556484
SERPINA3	-0.436216603	-1.20508232	0.574800092
ZNRF1	-0.737977351	-0.887800402	0.574800092
WARS	0.078229298	-0.716297479	0.574800092
HSPA1L	-0.108146751	-0.632143807	0.574800092
GFPT1	-0.138044341	-0.627499485	0.574800092
FRMD8	-0.192933613	-0.609675707	0.574800092
DHRS1	-0.503364851	-0.496609698	0.574800092
EAPP	-0.357487521	-0.452546743	0.574800092
RAB3IL1	-0.12130824	-0.432043045	0.574800092
NOVA2	-0.469042284	-0.368887629	0.574800092
FNTB	-0.150334764	-0.361516937	0.574800092
DCAF16	-0.204060638	-0.318484284	0.574800092
CCT3	-0.039691367	-0.250362093	0.574800092
RNH1	0.030584591	-0.197711957	0.574800092
POLM	-0.175347613	-0.173320144	0.574800092
UCKL1	-0.164254983	-0.134997782	0.574800092
AIFM2	-0.102095661	-0.118050422	0.574800092
FCGRT	-0.219494602	-0.059972298	0.574800092
CTSB	-0.213536285	-0.017278937	0.574800092
CAAP1	-0.06467803	-0.007768595	0.574800092
PCCB	0.032609325	0.052154702	0.574800092
WDR82	-0.079777834	0.080581642	0.574800092
MAP2K4	0.189121332	0.101640204	0.574800092
DMAP1	-0.127017114	0.104443604	0.574800092
NEIL2	0.134386567	0.130186693	0.574800092
D2HGDH	0.037886137	0.134072686	0.574800092
ATG4B	-0.092468044	0.150641502	0.574800092
STOML2	0.111066249	0.230110735	0.574800092
TBRG1	0.1013371	0.247265596	0.574800092
C1orf131	-0.000561435	0.262111996	0.574800092
INPP4A	-0.155498656	-0.458309977	0.573821355
GPAM	-0.172025629	-0.137574869	0.573821355
ADCY7	-0.165154612	-0.104384466	0.573821355
SUPV3L1	0.0041424	-0.00950022	0.573821355
PTPRA	-0.065359595	0.077880602	0.573821355
CCAR2	0.038343166	0.10323454	0.573821355
LARS2	-0.051865975	0.118979069	0.573821355
TAF6	0.009416292	0.144542506	0.573821355
MTF2	0.086091843	0.365006141	0.573821355
EDEM3	0.058095015	0.407379978	0.573821355
EDC4	0.001854639	-0.144733678	0.571764583
SNRNP200	-0.064890315	0.166505576	0.571764583
FANCI	-0.276959169	0.198170936	0.571764583
TP53BP1	0.019349069	0.025790177	0.569257134
SBF1	0.05237547	-0.083921676	0.566462567
RBM14	0.112478101	0.330369018	0.5615996
OSBPL1A	-0.095956538	-0.211142651	0.560599141
FASTKD5	-0.253422648	-0.113324459	0.560599141
GAS2L1	-0.025621359	-0.10867779	0.560599141
DHTKD1	-0.045755038	-0.077466271	0.560599141
IPO13	0.094837891	-0.051136038	0.560599141
PIP5K1C	-0.105884754	0.080941091	0.560599141
SMPD4	-0.110212861	0.19933808	0.560599141
HELZ2	0.465104763	0.423828757	0.557131735
TMEM201	-0.126469422	0.313797324	0.549095733
TIMP2	-0.651832835	-0.757696724	0.548815691
CD74	-0.669688074	-0.666781226	0.548815691
DHFR	-0.209835507	-0.614152169	0.548815691
EFNB1	-0.820062717	-0.600825432	0.548815691
PRRG1	-0.663603962	-0.551117341	0.548815691
FBXO44	-0.001069823	-0.404966763	0.548815691
TSPAN14	-0.655989722	-0.336261705	0.548815691
HAUS2	0.015682942	-0.288804189	0.548815691
FAM96A	-0.08302901	-0.252990533	0.548815691
BPGM	0.058612989	-0.208696903	0.548815691
RNF113A	0.126709391	-0.166742922	0.548815691
YWHAE	0.115258014	-0.155828825	0.548815691
AP3S1	0.027958945	-0.120735152	0.548815691
CSRP1	-0.016086291	-0.120025951	0.548815691
TAX1BP3	-0.013304576	-0.113346866	0.548815691
CFL2	0.061308397	-0.109540475	0.548815691
DDAH1	0.076892374	-0.102017623	0.548815691
GSTP1	0.06216249	-0.094687141	0.548815691
NMRK1	0.07837565	-0.089822203	0.548815691
RNF7	0.03281867	-0.06467671	0.548815691
TMEM199	-0.239973038	-0.059536128	0.548815691
COPRS	-0.074151823	-0.027173549	0.548815691
PSMD10	0.026121308	-0.021259953	0.548815691
PSMD13	0.037567986	-0.020143432	0.548815691
SURF4	0.061396179	-0.009357589	0.548815691
CXorf56	-0.169836681	0.004566808	0.548815691
CBR4	0.013074721	0.046244377	0.548815691
BCL2L1	-0.02680164	0.072899124	0.548815691
COX4I1	-0.114522941	0.073758236	0.548815691
TSPAN15	-0.094353468	0.083952441	0.548815691
DTYMK	0.139403091	0.087090413	0.548815691
CBX3	-0.062709603	0.088627788	0.548815691
DPH5	0.196469194	0.100362839	0.548815691
BCAS2	-0.055108479	0.103875596	0.548815691
MRPS11	-0.027405069	0.106033215	0.548815691
PIGP	0.048529184	0.144802432	0.548815691
NDUFA10	0.096857187	0.196866311	0.548815691
MRPL38	0.026027337	0.212335502	0.548815691
CDK2	-0.010016939	0.22178998	0.548815691
MNAT1	-0.075775414	0.225265564	0.548815691
RPL23	0.202712208	0.229433139	0.548815691
ATP6V0C	0.154358217	0.229433567	0.548815691
PSME3	0.003447767	0.231503484	0.548815691
RPP25	0.02566162	0.243974606	0.548815691
REXO2	0.328428593	0.247369527	0.548815691
RAB3D	0.049869102	0.263179542	0.548815691
CYB5R3	0.093130193	0.304372673	0.548815691
USF2	-0.073347743	0.33352243	0.548815691
TMBIM6	-0.764142982	0.364561336	0.548815691
EHF	0.193838908	0.371031888	0.548815691
HIST1H1B	0.057386003	0.383876481	0.548815691
ULBP3	-0.252534771	0.386586752	0.548815691
RAB20	0.12761697	0.43460638	0.548815691
TRAM2	-0.223043817	0.481401358	0.548815691
SMIM13	0.484418471	0.512158463	0.548815691
ALKBH2	0.147101905	0.632356666	0.548815691
ZSCAN25	-0.290556465	0.668066456	0.548815691
PNO1	0.049359963	0.782593582	0.548815691
DOCK6	0.158066981	0.041704999	0.545740061
SGK3	-0.284907033	-0.888501849	0.544189919
SLC29A1	-0.377108048	-0.472116525	0.544189919
CTH	-0.253684185	-0.39611381	0.544189919
B4GALT1	-0.115762982	-0.396096723	0.544189919
CRKL	-0.014862084	-0.311767251	0.544189919
CAMKK1	-0.046480347	-0.310504707	0.544189919
SLC45A3	-0.214434841	-0.281243038	0.544189919
MKRN2	-0.360294332	-0.261785714	0.544189919
ARRDC1	-0.233491699	-0.251512147	0.544189919
METTL13	0.026364554	-0.228092232	0.544189919
YARS	0.123728829	-0.206929318	0.544189919
UMPS	-0.032970332	-0.170881874	0.544189919
PAK2	0.067630093	-0.147187466	0.544189919
POFUT2	-0.0423401	-0.004663453	0.544189919
C16orf58	-0.068057537	0.028291456	0.544189919
GNB2	-0.097200283	0.038242447	0.544189919
ASNS	0.156688456	0.04800415	0.544189919
MCCC2	-0.015647782	0.064063223	0.544189919
HSPA13	-0.024766388	0.080764217	0.544189919
DEK	-0.121417693	0.091528396	0.544189919
RMDN3	0.066354459	0.103663981	0.544189919
SNRNP40	-0.021612204	0.169905014	0.544189919
ABHD6	0.127592319	0.234992532	0.544189919
GLI4	-0.255434594	0.256578585	0.544189919
LPCAT1	0.018132594	0.284399062	0.544189919
FYN	0.042932979	0.346531143	0.544189919
PTBP2	0.04875619	0.374816433	0.544189919
TXNIP	1.741788755	0.411650254	0.544189919
CNST	0.056899366	0.198220918	0.53901576
DVL3	-0.022953118	0.247848153	0.53901576
C1orf112	-0.211353973	0.283512723	0.53901576
DROSHA	-0.340266914	-0.304771698	0.530129142
UBQLN4	0.030859072	-0.143686313	0.530129142
YEATS2	-0.295445261	-0.022221448	0.527679578
NFIL3	-0.573906886	0.145277323	0.522253733
AJUBA	-0.212570417	-0.721828866	0.520294633
F11R	-0.373155427	-0.448540776	0.520294633
PAAF1	-0.392791102	-0.440995495	0.520294633
ULK3	-0.096031925	-0.285680746	0.520294633
ENTPD4	-0.109246526	-0.199184196	0.520294633
SLC1A5	-0.086623973	-0.191412478	0.520294633
KPNA2	-0.507704984	-0.152089767	0.520294633
TRUB1	-0.099337699	-0.132975835	0.520294633
AP5B1	0.032811794	-0.027935355	0.520294633
CYB5R4	0.039457009	-0.015283272	0.520294633
STX5	0.018516918	0.012137744	0.520294633
SLC2A6	-0.119490836	0.046463665	0.520294633
TBL1XR1	-0.06123207	0.129638252	0.520294633
ELK1	0.115425939	0.152619349	0.520294633
FLAD1	0.121070393	0.155534678	0.520294633
RAD52	-0.008410163	0.191003474	0.520294633
UBXN7	0.177002919	0.194309461	0.520294633
DNAJC11	0.043822076	0.252913666	0.520294633
NELFCD	0.037092851	0.266881911	0.520294633
PEX13	-0.175296629	0.297803748	0.520294633
DOLK	-0.126466518	0.352133648	0.520294633
SVIL	-0.177293006	-0.1449206	0.517250168
ILF3	0.060166592	0.243893042	0.515243285
PIKFYVE	0.022907828	-0.115599906	0.515215366
TRERF1	-0.332001217	-0.404091568	0.508978885
ZNF217	-0.672048913	-0.029877462	0.508978885
DNAH3	0.207980766	-0.155796014	0.508575568
XPO7	0.019761295	-0.119023686	0.503362774
TNIP1	-0.480136061	-1.163412767	0.501146571
TMCO4	0.004100029	-0.376291473	0.501146571
ZWILCH	-0.031254482	-0.302556572	0.501146571
PUS7	0.12342023	0.039857525	0.501146571
EEFSEC	-0.041979528	0.046333591	0.501146571
STARD3	-0.231118861	0.054492283	0.501146571
CRAT	0.067868847	0.103892177	0.501146571
H6PD	0.174010965	0.142461656	0.501146571
SOAT1	0.044731848	0.18766673	0.501146571
EHMT2	-0.167193753	-0.022291425	0.498313773
ZC3H4	0.079990055	0.092641036	0.498313773
MYH14	0.07435807	-0.293918324	0.493763865
FER1L5	0.010058819	0.028192862	0.493763865
ARHGEF10	0.023790655	-0.382168842	0.489655598
PHLDB1	0.087845897	-0.09690898	0.485940084
PPP1R12B	-0.080773235	0.001739016	0.485940084
FAM20C	-0.34676576	-0.587572887	0.485493097
EIF2B4	0.032830516	-0.321709819	0.485493097
EIF2B5	0.041101549	-0.280266715	0.485493097
KATNB1	-0.056416531	-0.188830951	0.485493097
GIT1	0.109098559	-0.078008066	0.485493097
TAOK3	0.101403663	-0.045857741	0.485493097
XPO1	-0.014723548	-0.0227219	0.485493097
LUC7L2	0.197280548	0.046163771	0.485493097
SART1	-0.211748427	0.08334362	0.485493097
ELAC2	0.007487526	0.090191425	0.485493097
MOGS	0.085231687	0.091139638	0.485493097
TDRKH	0.015253223	0.112284703	0.485493097
ANAPC2	0.065674707	0.132147523	0.485493097
CDC45	0.143312893	0.212000414	0.485493097
ZNF274	-0.084040345	0.31371579	0.485493097
MEF2D	-0.248030488	0.339041868	0.485493097
ALG6	-0.02772244	0.389742972	0.485493097
FRMD6	0.345314585	0.842123669	0.485493097
KNSTRN	-0.666653708	-0.673730879	0.484651272
CLDN4	-0.370644264	-0.54723496	0.484651272
SULT1A3	-0.24502414	-0.348238169	0.484651272
PHYKPL	0.032261731	-0.343151661	0.484651272
LDHA	-0.096956477	-0.321029789	0.484651272
DCTN2	0.075548624	-0.31328479	0.484651272
HDDC2	0.021320501	-0.298519272	0.484651272
COMMD3	-0.1099846	-0.286690355	0.484651272
FNTA	-0.031096541	-0.231918549	0.484651272
RUVBL1	-0.13501915	-0.20151206	0.484651272
CD99L2	-0.285696551	-0.175714644	0.484651272
PIP4K2B	-0.026624917	-0.144996573	0.484651272
ALAD	-0.05213565	-0.126396455	0.484651272
KCTD14	-0.111508521	-0.08035113	0.484651272
LRPAP1	0.016437397	-0.065139428	0.484651272
ING4	-0.197115602	-0.061266473	0.484651272
BRMS1	-0.235018853	-0.041443155	0.484651272
ERP44	0.011949142	-0.030733729	0.484651272
CHST12	-0.048918336	-0.022125901	0.484651272
NSL1	-0.135943404	-0.003690373	0.484651272
PHYH	-0.653909387	0.005522522	0.484651272
MEAF6	-0.173551514	0.045764774	0.484651272
FLOT2	0.016645577	0.048720536	0.484651272
SDC4	-1.02501676	0.050289882	0.484651272
ALDH3A2	-0.076789901	0.066544977	0.484651272
SLC25A17	-0.092822929	0.083998702	0.484651272
MRPS22	-0.12029788	0.087509518	0.484651272
GNAI2	-0.007353388	0.118506348	0.484651272
BCAT2	0.012978168	0.122240126	0.484651272
RAB3C	0.003074118	0.142176009	0.484651272
SLC25A10	0.058293861	0.161769355	0.484651272
TREX1	0.014749604	0.185782285	0.484651272
OSGEP	0.399688709	0.384360109	0.484651272
RRP7A	-0.009590518	0.512221981	0.484651272
SURF6	0.191556903	0.591950442	0.484651272
SLC9A3R2	0.256418768	0.758596378	0.484651272
RBM18	0.359453509	1.5608924	0.484651272
DCAF5	-0.504942845	-0.687680263	0.479525556
EIF4G3	-0.008936525	-0.284889543	0.479525556
SULF2	-1.81200431	-2.347403509	0.472494881
CDC7	-0.425304837	-0.348798565	0.472494881
SLC7A6	-0.175018707	-0.089255221	0.472494881
EPHA1	-0.254175476	-0.089232501	0.472494881
KPNB1	0.024459265	-0.087437891	0.472494881
LCMT2	0.019966451	-0.068502946	0.472494881
GGA2	-0.118590885	0.085403718	0.472494881
XRCC1	0.030280497	0.097494557	0.472494881
TMEM209	-0.001537637	0.210944183	0.472494881
TPP1	0.166002565	0.504739376	0.472494881
ZMYND8	-0.055614883	-0.138074527	0.4699043
GBF1	-0.034987446	-0.279410774	0.464796504
DOT1L	-0.07217397	0.45670858	0.464796504
CIR1	-0.624242437	-0.729033359	0.461566281
LCOR	-0.313572959	-0.301327861	0.461566281
GPCPD1	0.339468299	-0.161107954	0.461566281
TSGA10	0.071898396	-0.077070475	0.461566281
MCCC1	0.037138834	-0.075085238	0.461566281
UBE3A	0.075819058	0.033675189	0.461566281
CABIN1	-0.076011805	0.18004235	0.457619428
PRKDC	-0.014873842	0.191899122	0.456787926
DYNC1H1	0.061286049	-0.415247729	0.45552248
FZR1	-0.495961989	-0.691432351	0.452285
MTR	-0.196218476	-0.43514868	0.452285
AP1G1	-0.008305347	-0.074538592	0.452285
USP13	0.068466851	0.119533158	0.452285
BRD1	-0.055392842	0.3127767	0.452285
NCSTN	0.091749842	0.348478628	0.452285
DPYD	-0.348045767	-0.6706075	0.444338123
MAP3K7	-0.100301133	-0.508443126	0.444338123
PPP1R21	0.132144714	-0.012438004	0.444338123
SLC1A3	-0.696962847	-0.765862011	0.444329208
GINM1	-0.69884996	-0.43522833	0.444329208
DNAJC30	-0.414703864	-0.368703392	0.444329208
IFIT2	0.01540857	-0.299021769	0.444329208
TTC30A	-0.107519106	-0.286161874	0.444329208
CUTA	0.169499735	-0.273600804	0.444329208
ACY3	-0.20976732	-0.253906104	0.444329208
HARS	0.013219868	-0.214825154	0.444329208
SRM	-0.011526959	-0.140548256	0.444329208
PYCR1	-0.067937971	-0.107228784	0.444329208
GLRX3	0.178530567	-0.097190564	0.444329208
HSD17B7	-0.021371174	-0.091781681	0.444329208
HOXB9	-0.304024853	-0.082127679	0.444329208
SYAP1	0.15434274	-0.040814329	0.444329208
KARS	0.135603514	-0.020776434	0.444329208
UNG	-0.148874842	-0.001493628	0.444329208
MAPKAPK3	0.09908342	0.012639861	0.444329208
ZDHHC23	0.069243923	0.014572491	0.444329208
P2RY2	0.048123005	0.029053644	0.444329208
TADA1	-0.246288861	0.038840515	0.444329208
GPN2	0.024520458	0.062994455	0.444329208
CLYBL	0.033527928	0.072197198	0.444329208
